Total Nacional;Provincias;Sexo;Periodo;Total
Total Nacional;01 Araba/Álava;Total;1947;1.342
Total Nacional;01 Araba/Álava;Total;1946;1.347
Total Nacional;01 Araba/Álava;Total;1945;1.438
Total Nacional;01 Araba/Álava;Total;1944;1.417
Total Nacional;01 Araba/Álava;Total;1943;1.483
Total Nacional;01 Araba/Álava;Total;1942;1.586
Total Nacional;01 Araba/Álava;Total;1941;1.660
Total Nacional;01 Araba/Álava;Total;1940;1.597
Total Nacional;01 Araba/Álava;Total;1939;1.728
Total Nacional;01 Araba/Álava;Total;1938;1.881
Total Nacional;01 Araba/Álava;Total;1937;2.202
Total Nacional;01 Araba/Álava;Total;1936;1.705
Total Nacional;01 Araba/Álava;Total;1935;1.526
Total Nacional;01 Araba/Álava;Total;1934;1.573
Total Nacional;01 Araba/Álava;Total;1933;1.668
Total Nacional;01 Araba/Álava;Total;1932;1.657
Total Nacional;01 Araba/Álava;Total;1931;1.573
Total Nacional;01 Araba/Álava;Total;1930;1.523
Total Nacional;01 Araba/Álava;Hombres;1974;915
Total Nacional;01 Araba/Álava;Hombres;1973;891
Total Nacional;01 Araba/Álava;Hombres;1972;762
Total Nacional;01 Araba/Álava;Hombres;1971;921
Total Nacional;01 Araba/Álava;Hombres;1970;806
Total Nacional;01 Araba/Álava;Hombres;1969;932
Total Nacional;01 Araba/Álava;Hombres;1968;759
Total Nacional;01 Araba/Álava;Hombres;1967;773
Total Nacional;01 Araba/Álava;Hombres;1966;804
Total Nacional;01 Araba/Álava;Hombres;1965;740
Total Nacional;01 Araba/Álava;Hombres;1964;779
Total Nacional;01 Araba/Álava;Hombres;1963;691
Total Nacional;01 Araba/Álava;Hombres;1962;747
Total Nacional;01 Araba/Álava;Hombres;1961;667
Total Nacional;01 Araba/Álava;Hombres;1960;622
Total Nacional;01 Araba/Álava;Hombres;1959;""
Total Nacional;01 Araba/Álava;Hombres;1958;""
Total Nacional;01 Araba/Álava;Hombres;1957;""
Total Nacional;01 Araba/Álava;Hombres;1956;""
Total Nacional;01 Araba/Álava;Hombres;1955;""
Total Nacional;01 Araba/Álava;Hombres;1954;""
Total Nacional;01 Araba/Álava;Hombres;1953;""
Total Nacional;01 Araba/Álava;Hombres;1952;""
Total Nacional;01 Araba/Álava;Hombres;1951;""
Total Nacional;01 Araba/Álava;Hombres;1950;""
Total Nacional;01 Araba/Álava;Hombres;1949;""
Total Nacional;01 Araba/Álava;Hombres;1948;""
Total Nacional;01 Araba/Álava;Hombres;1947;""
Total Nacional;01 Araba/Álava;Hombres;1946;""
Total Nacional;01 Araba/Álava;Hombres;1945;""
Total Nacional;01 Araba/Álava;Hombres;1944;""
Total Nacional;01 Araba/Álava;Hombres;1943;""
Total Nacional;01 Araba/Álava;Hombres;1942;""
Total Nacional;01 Araba/Álava;Hombres;1941;""
Total Nacional;01 Araba/Álava;Hombres;1940;""
Total Nacional;01 Araba/Álava;Hombres;1939;""
Total Nacional;01 Araba/Álava;Hombres;1938;""
Total Nacional;01 Araba/Álava;Hombres;1937;""
Total Nacional;01 Araba/Álava;Hombres;1936;""
Total Nacional;01 Araba/Álava;Hombres;1935;""
Total Nacional;01 Araba/Álava;Hombres;1934;""
Total Nacional;01 Araba/Álava;Hombres;1933;""
Total Nacional;01 Araba/Álava;Hombres;1932;""
Total Nacional;01 Araba/Álava;Hombres;1931;""
Total Nacional;01 Araba/Álava;Hombres;1930;""
Total Nacional;01 Araba/Álava;Mujeres;1974;687
Total Nacional;01 Araba/Álava;Mujeres;1973;702
Total Nacional;01 Araba/Álava;Mujeres;1972;705
Total Nacional;01 Araba/Álava;Mujeres;1971;737
Total Nacional;01 Araba/Álava;Mujeres;1970;736
Total Nacional;01 Araba/Álava;Mujeres;1969;728
Total Nacional;01 Araba/Álava;Mujeres;1968;658
Total Nacional;01 Araba/Álava;Mujeres;1967;636
Total Nacional;01 Araba/Álava;Mujeres;1966;597
Total Nacional;01 Araba/Álava;Mujeres;1965;646
Total Nacional;01 Araba/Álava;Mujeres;1964;616
Total Nacional;01 Araba/Álava;Mujeres;1963;656
Total Nacional;01 Araba/Álava;Mujeres;1962;637
Total Nacional;01 Araba/Álava;Mujeres;1961;600
Total Nacional;01 Araba/Álava;Mujeres;1960;610
Total Nacional;01 Araba/Álava;Mujeres;1959;""
Total Nacional;01 Araba/Álava;Mujeres;1958;""
Total Nacional;01 Araba/Álava;Mujeres;1957;""
Total Nacional;01 Araba/Álava;Mujeres;1956;""
Total Nacional;01 Araba/Álava;Mujeres;1955;""
Total Nacional;01 Araba/Álava;Mujeres;1954;""
Total Nacional;01 Araba/Álava;Mujeres;1953;""
Total Nacional;01 Araba/Álava;Mujeres;1952;""
Total Nacional;01 Araba/Álava;Mujeres;1951;""
Total Nacional;01 Araba/Álava;Mujeres;1950;""
Total Nacional;01 Araba/Álava;Mujeres;1949;""
Total Nacional;01 Araba/Álava;Mujeres;1948;""
Total Nacional;01 Araba/Álava;Mujeres;1947;""
Total Nacional;01 Araba/Álava;Mujeres;1946;""
Total Nacional;01 Araba/Álava;Mujeres;1945;""
Total Nacional;01 Araba/Álava;Mujeres;1944;""
Total Nacional;01 Araba/Álava;Mujeres;1943;""
Total Nacional;01 Araba/Álava;Mujeres;1942;""
Total Nacional;01 Araba/Álava;Mujeres;1941;""
Total Nacional;01 Araba/Álava;Mujeres;1940;""
Total Nacional;01 Araba/Álava;Mujeres;1939;""
Total Nacional;01 Araba/Álava;Mujeres;1938;""
Total Nacional;01 Araba/Álava;Mujeres;1937;""
Total Nacional;01 Araba/Álava;Mujeres;1936;""
Total Nacional;01 Araba/Álava;Mujeres;1935;""
Total Nacional;01 Araba/Álava;Mujeres;1934;""
Total Nacional;01 Araba/Álava;Mujeres;1933;""
Total Nacional;01 Araba/Álava;Mujeres;1932;""
Total Nacional;01 Araba/Álava;Mujeres;1931;""
Total Nacional;01 Araba/Álava;Mujeres;1930;""
Total Nacional;33 Asturias;Total;1974;10.022
Total Nacional;33 Asturias;Total;1973;9.564
Total Nacional;33 Asturias;Total;1972;9.028
Total Nacional;33 Asturias;Total;1971;9.588
Total Nacional;33 Asturias;Total;1970;9.013
Total Nacional;33 Asturias;Total;1969;9.128
Total Nacional;33 Asturias;Total;1968;8.634
Total Nacional;33 Asturias;Total;1967;8.646
Total Nacional;33 Asturias;Total;1966;8.104
Total Nacional;33 Asturias;Total;1965;8.101
Total Nacional;33 Asturias;Total;1964;8.172
Total Nacional;33 Asturias;Total;1963;7.996
Total Nacional;33 Asturias;Total;1962;8.819
Total Nacional;33 Asturias;Total;1961;8.042
Total Nacional;33 Asturias;Total;1960;7.914
Total Nacional;33 Asturias;Total;1959;8.276
Total Nacional;33 Asturias;Total;1958;8.066
Total Nacional;33 Asturias;Total;1957;8.667
Total Nacional;33 Asturias;Total;1956;8.530
Total Nacional;33 Asturias;Total;1955;8.948
Total Nacional;33 Asturias;Total;1954;7.740
Total Nacional;33 Asturias;Total;1953;8.483
Total Nacional;33 Asturias;Total;1952;8.443
Total Nacional;33 Asturias;Total;1951;10.674
Total Nacional;33 Asturias;Total;1950;9.508
Total Nacional;33 Asturias;Total;1949;9.916
Total Nacional;33 Asturias;Total;1948;9.959
Total Nacional;33 Asturias;Total;1947;10.758
Total Nacional;33 Asturias;Total;1946;10.224
Total Nacional;33 Asturias;Total;1945;10.001
Total Nacional;33 Asturias;Total;1944;10.930
Total Nacional;33 Asturias;Total;1943;10.518
Total Nacional;33 Asturias;Total;1942;10.670
Total Nacional;33 Asturias;Total;1941;13.819
Total Nacional;33 Asturias;Total;1940;12.784
Total Nacional;33 Asturias;Total;1939;12.775
Total Nacional;33 Asturias;Total;1938;15.563
Total Nacional;33 Asturias;Total;1937;19.769
Total Nacional;33 Asturias;Total;1936;13.425
Total Nacional;33 Asturias;Total;1935;11.629
Total Nacional;33 Asturias;Total;1934;11.945
Total Nacional;33 Asturias;Total;1933;12.161
Total Nacional;33 Asturias;Total;1932;13.107
Total Nacional;33 Asturias;Total;1931;12.629
Total Nacional;33 Asturias;Total;1930;11.584
Total Nacional;33 Asturias;Hombres;1974;5.156
Total Nacional;33 Asturias;Hombres;1973;4.885
Total Nacional;33 Asturias;Hombres;1972;4.695
Total Nacional;33 Asturias;Hombres;1971;4.923
Total Nacional;33 Asturias;Hombres;1970;4.585
Total Nacional;33 Asturias;Hombres;1969;4.573
Total Nacional;33 Asturias;Hombres;1968;4.427
Total Nacional;33 Asturias;Hombres;1967;4.384
Total Nacional;33 Asturias;Hombres;1966;4.126
Total Nacional;33 Asturias;Hombres;1965;4.082
Total Nacional;33 Asturias;Hombres;1964;4.218
Total Nacional;33 Asturias;Hombres;1963;4.159
Total Nacional;33 Asturias;Hombres;1962;4.499
Total Nacional;33 Asturias;Hombres;1961;4.035
Total Nacional;33 Asturias;Hombres;1960;3.994
Total Nacional;33 Asturias;Hombres;1959;""
Total Nacional;33 Asturias;Hombres;1958;""
Total Nacional;33 Asturias;Hombres;1957;""
Total Nacional;33 Asturias;Hombres;1956;""
Total Nacional;33 Asturias;Hombres;1955;""
Total Nacional;33 Asturias;Hombres;1954;""
Total Nacional;33 Asturias;Hombres;1953;""
Total Nacional;33 Asturias;Hombres;1952;""
Total Nacional;33 Asturias;Hombres;1951;""
Total Nacional;33 Asturias;Hombres;1950;""
Total Nacional;33 Asturias;Hombres;1949;""
Total Nacional;33 Asturias;Hombres;1948;""
Total Nacional;33 Asturias;Hombres;1947;""
Total Nacional;33 Asturias;Hombres;1946;""
Total Nacional;33 Asturias;Hombres;1945;""
Total Nacional;33 Asturias;Hombres;1944;""
Total Nacional;33 Asturias;Hombres;1943;""
Total Nacional;33 Asturias;Hombres;1942;""
Total Nacional;33 Asturias;Hombres;1941;""
Total Nacional;33 Asturias;Hombres;1940;""
Total Nacional;33 Asturias;Hombres;1939;""
Total Nacional;33 Asturias;Hombres;1938;""
Total Nacional;33 Asturias;Hombres;1937;""
Total Nacional;33 Asturias;Hombres;1936;""
Total Nacional;33 Asturias;Hombres;1935;""
Total Nacional;33 Asturias;Hombres;1934;""
Total Nacional;33 Asturias;Hombres;1933;""
Total Nacional;33 Asturias;Hombres;1932;""
Total Nacional;33 Asturias;Hombres;1931;""
Total Nacional;33 Asturias;Hombres;1930;""
Total Nacional;33 Asturias;Mujeres;1974;4.866
Total Nacional;33 Asturias;Mujeres;1973;4.679
Total Nacional;33 Asturias;Mujeres;1972;4.333
Total Nacional;33 Asturias;Mujeres;1971;4.665
Total Nacional;33 Asturias;Mujeres;1970;4.428
Total Nacional;33 Asturias;Mujeres;1969;4.555
Total Nacional;33 Asturias;Mujeres;1968;4.207
Total Nacional;33 Asturias;Mujeres;1967;4.262
Total Nacional;33 Asturias;Mujeres;1966;3.978
Total Nacional;33 Asturias;Mujeres;1965;4.019
Total Nacional;33 Asturias;Mujeres;1964;3.954
Total Nacional;33 Asturias;Mujeres;1963;3.837
Total Nacional;33 Asturias;Mujeres;1962;4.320
Total Nacional;33 Asturias;Mujeres;1961;4.007
Total Nacional;33 Asturias;Mujeres;1960;3.920
Total Nacional;33 Asturias;Mujeres;1959;""
Total Nacional;33 Asturias;Mujeres;1958;""
Total Nacional;33 Asturias;Mujeres;1957;""
Total Nacional;33 Asturias;Mujeres;1956;""
Total Nacional;33 Asturias;Mujeres;1955;""
Total Nacional;33 Asturias;Mujeres;1954;""
Total Nacional;33 Asturias;Mujeres;1953;""
Total Nacional;33 Asturias;Mujeres;1952;""
Total Nacional;33 Asturias;Mujeres;1951;""
Total Nacional;33 Asturias;Mujeres;1950;""
Total Nacional;33 Asturias;Mujeres;1949;""
Total Nacional;33 Asturias;Mujeres;1948;""
Total Nacional;33 Asturias;Mujeres;1947;""
Total Nacional;33 Asturias;Mujeres;1946;""
Total Nacional;33 Asturias;Mujeres;1945;""
Total Nacional;33 Asturias;Mujeres;1944;""
Total Nacional;33 Asturias;Mujeres;1943;""
Total Nacional;33 Asturias;Mujeres;1942;""
Total Nacional;33 Asturias;Mujeres;1941;""
Total Nacional;33 Asturias;Mujeres;1940;""
Total Nacional;33 Asturias;Mujeres;1939;""
Total Nacional;33 Asturias;Mujeres;1938;""
Total Nacional;33 Asturias;Mujeres;1937;""
Total Nacional;33 Asturias;Mujeres;1936;""
Total Nacional;33 Asturias;Mujeres;1935;""
Total Nacional;33 Asturias;Mujeres;1934;""
Total Nacional;33 Asturias;Mujeres;1933;""
Total Nacional;33 Asturias;Mujeres;1932;""
Total Nacional;33 Asturias;Mujeres;1931;""
Total Nacional;33 Asturias;Mujeres;1930;""
Total Nacional;05 Ávila;Total;1974;1.938
Total Nacional;05 Ávila;Total;1973;2.007
Total Nacional;05 Ávila;Total;1972;2.024
Total Nacional;05 Ávila;Total;1971;2.133
Total Nacional;05 Ávila;Total;1970;2.018
Total Nacional;05 Ávila;Total;1969;2.109
Total Nacional;05 Ávila;Total;1968;1.988
Total Nacional;05 Ávila;Total;1967;2.016
Total Nacional;05 Ávila;Total;1966;1.878
Total Nacional;05 Ávila;Total;1965;2.024
Total Nacional;05 Ávila;Total;1964;2.088
Total Nacional;05 Ávila;Total;1963;2.160
Total Nacional;05 Ávila;Total;1962;2.209
Total Nacional;05 Ávila;Total;1961;2.197
Total Nacional;05 Ávila;Total;1960;2.171
Total Nacional;05 Ávila;Total;1959;2.265
Total Nacional;05 Ávila;Total;1958;2.223
Total Nacional;05 Ávila;Total;1957;2.574
Total Nacional;05 Ávila;Total;1956;2.553
Total Nacional;05 Ávila;Total;1955;2.420
Total Nacional;05 Ávila;Total;1954;2.491
Total Nacional;05 Ávila;Total;1953;2.684
Total Nacional;05 Ávila;Total;1952;2.664
Total Nacional;05 Ávila;Total;1951;3.026
Total Nacional;05 Ávila;Total;1950;2.877
Total Nacional;05 Ávila;Total;1949;2.981
Total Nacional;05 Ávila;Total;1948;2.914
Total Nacional;05 Ávila;Total;1947;3.170
Total Nacional;05 Ávila;Total;1946;3.382
Total Nacional;05 Ávila;Total;1945;3.414
Total Nacional;05 Ávila;Total;1944;3.413
Total Nacional;05 Ávila;Total;1943;3.731
Total Nacional;05 Ávila;Total;1942;3.757
Total Nacional;05 Ávila;Total;1941;4.520
Total Nacional;05 Ávila;Total;1940;4.059
Total Nacional;05 Ávila;Total;1939;4.178
Total Nacional;05 Ávila;Total;1938;3.638
Total Nacional;05 Ávila;Total;1937;3.918
Total Nacional;05 Ávila;Total;1936;4.517
Total Nacional;05 Ávila;Total;1935;4.467
Total Nacional;05 Ávila;Total;1934;4.492
Total Nacional;05 Ávila;Total;1933;4.325
Total Nacional;05 Ávila;Total;1932;4.388
Total Nacional;05 Ávila;Total;1931;4.275
Total Nacional;05 Ávila;Total;1930;4.644
Total Nacional;05 Ávila;Hombres;1974;1.002
Total Nacional;05 Ávila;Hombres;1973;1.047
Total Nacional;05 Ávila;Hombres;1972;1.007
Total Nacional;05 Ávila;Hombres;1971;1.150
Total Nacional;05 Ávila;Hombres;1970;1.058
Total Nacional;05 Ávila;Hombres;1969;1.084
Total Nacional;05 Ávila;Hombres;1968;1.034
Total Nacional;05 Ávila;Hombres;1967;1.059
Total Nacional;05 Ávila;Hombres;1966;955
Total Nacional;05 Ávila;Hombres;1965;1.047
Total Nacional;05 Ávila;Hombres;1964;1.060
Total Nacional;05 Ávila;Hombres;1963;1.149
Total Nacional;05 Ávila;Hombres;1962;1.148
Total Nacional;05 Ávila;Hombres;1961;1.146
Total Nacional;05 Ávila;Hombres;1960;1.147
Total Nacional;05 Ávila;Hombres;1959;""
Total Nacional;05 Ávila;Hombres;1958;""
Total Nacional;05 Ávila;Hombres;1957;""
Total Nacional;05 Ávila;Hombres;1956;""
Total Nacional;05 Ávila;Hombres;1955;""
Total Nacional;05 Ávila;Hombres;1954;""
Total Nacional;05 Ávila;Hombres;1953;""
Total Nacional;05 Ávila;Hombres;1952;""
Total Nacional;05 Ávila;Hombres;1951;""
Total Nacional;05 Ávila;Hombres;1950;""
Total Nacional;05 Ávila;Hombres;1949;""
Total Nacional;05 Ávila;Hombres;1948;""
Total Nacional;05 Ávila;Hombres;1947;""
Total Nacional;05 Ávila;Hombres;1946;""
Total Nacional;05 Ávila;Hombres;1945;""
Total Nacional;05 Ávila;Hombres;1944;""
Total Nacional;05 Ávila;Hombres;1943;""
Total Nacional;05 Ávila;Hombres;1942;""
Total Nacional;05 Ávila;Hombres;1941;""
Total Nacional;05 Ávila;Hombres;1940;""
Total Nacional;05 Ávila;Hombres;1939;""
Total Nacional;05 Ávila;Hombres;1938;""
Total Nacional;05 Ávila;Hombres;1937;""
Total Nacional;05 Ávila;Hombres;1936;""
Total Nacional;05 Ávila;Hombres;1935;""
Total Nacional;05 Ávila;Hombres;1934;""
Total Nacional;05 Ávila;Hombres;1933;""
Total Nacional;05 Ávila;Hombres;1932;""
Total Nacional;05 Ávila;Hombres;1931;""
Total Nacional;05 Ávila;Hombres;1930;""
Total Nacional;05 Ávila;Mujeres;1974;936
Total Nacional;05 Ávila;Mujeres;1973;960
Total Nacional;05 Ávila;Mujeres;1972;1.017
Total Nacional;05 Ávila;Mujeres;1971;983
Total Nacional;05 Ávila;Mujeres;1970;960
Total Nacional;05 Ávila;Mujeres;1969;1.025
Total Nacional;05 Ávila;Mujeres;1968;954
Total Nacional;05 Ávila;Mujeres;1967;957
Total Nacional;05 Ávila;Mujeres;1966;923
Total Nacional;05 Ávila;Mujeres;1965;977
Total Nacional;05 Ávila;Mujeres;1964;1.028
Total Nacional;05 Ávila;Mujeres;1963;1.011
Total Nacional;05 Ávila;Mujeres;1962;1.061
Total Nacional;05 Ávila;Mujeres;1961;1.051
Total Nacional;05 Ávila;Mujeres;1960;1.024
Total Nacional;05 Ávila;Mujeres;1959;""
Total Nacional;05 Ávila;Mujeres;1958;""
Total Nacional;05 Ávila;Mujeres;1957;""
Total Nacional;05 Ávila;Mujeres;1956;""
Total Nacional;05 Ávila;Mujeres;1955;""
Total Nacional;05 Ávila;Mujeres;1954;""
Total Nacional;05 Ávila;Mujeres;1953;""
Total Nacional;05 Ávila;Mujeres;1952;""
Total Nacional;05 Ávila;Mujeres;1951;""
Total Nacional;05 Ávila;Mujeres;1950;""
Total Nacional;05 Ávila;Mujeres;1949;""
Total Nacional;05 Ávila;Mujeres;1948;""
Total Nacional;05 Ávila;Mujeres;1947;""
Total Nacional;05 Ávila;Mujeres;1946;""
Total Nacional;05 Ávila;Mujeres;1945;""
Total Nacional;05 Ávila;Mujeres;1944;""
Total Nacional;05 Ávila;Mujeres;1943;""
Total Nacional;05 Ávila;Mujeres;1942;""
Total Nacional;05 Ávila;Mujeres;1941;""
Total Nacional;05 Ávila;Mujeres;1940;""
Total Nacional;05 Ávila;Mujeres;1939;""
Total Nacional;05 Ávila;Mujeres;1938;""
Total Nacional;05 Ávila;Mujeres;1937;""
Total Nacional;05 Ávila;Mujeres;1936;""
Total Nacional;05 Ávila;Mujeres;1935;""
Total Nacional;05 Ávila;Mujeres;1934;""
Total Nacional;05 Ávila;Mujeres;1933;""
Total Nacional;05 Ávila;Mujeres;1932;""
Total Nacional;05 Ávila;Mujeres;1931;""
Total Nacional;05 Ávila;Mujeres;1930;""
Total Nacional;06 Badajoz;Total;1974;6.401
Total Nacional;06 Badajoz;Total;1973;6.271
Total Nacional;06 Badajoz;Total;1972;6.008
Total Nacional;06 Badajoz;Total;1971;6.758
Total Nacional;06 Badajoz;Total;1970;6.416
Total Nacional;06 Badajoz;Total;1969;6.884
Total Nacional;06 Badajoz;Total;1968;6.712
Total Nacional;06 Badajoz;Total;1967;6.579
Total Nacional;06 Badajoz;Total;1966;6.549
Total Nacional;06 Badajoz;Total;1965;6.555
Total Nacional;06 Badajoz;Total;1964;7.113
Total Nacional;06 Badajoz;Total;1963;7.327
Total Nacional;06 Badajoz;Total;1962;7.257
Total Nacional;06 Badajoz;Total;1961;7.209
Total Nacional;06 Badajoz;Total;1960;7.317
Total Nacional;06 Badajoz;Total;1959;8.068
Total Nacional;06 Badajoz;Total;1958;7.310
Total Nacional;06 Badajoz;Total;1957;8.450
Total Nacional;06 Badajoz;Total;1956;8.168
Total Nacional;06 Badajoz;Total;1955;8.065
Total Nacional;06 Badajoz;Total;1954;7.610
Total Nacional;06 Badajoz;Total;1953;7.681
Total Nacional;06 Badajoz;Total;1952;8.041
Total Nacional;06 Badajoz;Total;1951;9.425
Total Nacional;06 Badajoz;Total;1950;8.614
Total Nacional;06 Badajoz;Total;1949;9.083
Total Nacional;06 Badajoz;Total;1948;8.909
Total Nacional;06 Badajoz;Total;1947;9.170
Total Nacional;06 Badajoz;Total;1946;12.343
Total Nacional;06 Badajoz;Total;1945;10.024
Total Nacional;06 Badajoz;Total;1944;10.129
Total Nacional;06 Badajoz;Total;1943;10.708
Total Nacional;06 Badajoz;Total;1942;12.561
Total Nacional;06 Badajoz;Total;1941;23.544
Total Nacional;06 Badajoz;Total;1940;14.379
Total Nacional;06 Badajoz;Total;1939;13.109
Total Nacional;06 Badajoz;Total;1938;13.237
Total Nacional;06 Badajoz;Total;1937;15.571
Total Nacional;06 Badajoz;Total;1936;13.283
Total Nacional;06 Badajoz;Total;1935;11.557
Total Nacional;06 Badajoz;Total;1934;12.661
Total Nacional;06 Badajoz;Total;1933;12.703
Total Nacional;06 Badajoz;Total;1932;11.254
Total Nacional;06 Badajoz;Total;1931;12.865
Total Nacional;06 Badajoz;Total;1930;12.389
Total Nacional;06 Badajoz;Hombres;1974;3.314
Total Nacional;06 Badajoz;Hombres;1973;3.143
Total Nacional;06 Badajoz;Hombres;1972;3.066
Total Nacional;06 Badajoz;Hombres;1971;3.547
Total Nacional;06 Badajoz;Hombres;1970;3.290
Total Nacional;06 Badajoz;Hombres;1969;3.584
Total Nacional;06 Badajoz;Hombres;1968;3.495
Total Nacional;06 Badajoz;Hombres;1967;3.395
Total Nacional;06 Badajoz;Hombres;1966;3.354
Total Nacional;06 Badajoz;Hombres;1965;3.444
Total Nacional;06 Badajoz;Hombres;1964;3.741
